id,round,number,points,primary_era,visual_required,uncertainty,priority,reason
adv-78-01,78,1,1,,,,1,시각자료 미확인;원본 미대조
adv-78-02,78,2,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-03,78,3,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-04,78,4,3,,,,1,시각자료 미확인;원본 미대조
adv-78-05,78,5,2,,,,1,시각자료 미확인;원본 미대조
adv-78-06,78,6,2,,,,1,시각자료 미확인;원본 미대조
adv-78-07,78,7,1,,,,1,시각자료 미확인;원본 미대조
adv-78-08,78,8,2,,,,1,시각자료 미확인;원본 미대조
adv-78-09,78,9,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-10,78,10,2,,,,1,시각자료 미확인;원본 미대조
adv-78-11,78,11,2,,,,1,시각자료 미확인;원본 미대조
adv-78-12,78,12,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-13,78,13,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-14,78,14,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-15,78,15,2,,,,1,시각자료 미확인;원본 미대조
adv-78-16,78,16,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-17,78,17,2,,,,1,시각자료 미확인;원본 미대조
adv-78-18,78,18,2,goryeo,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-19,78,19,3,joseon-early,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-20,78,20,3,,,,1,시각자료 미확인;원본 미대조
adv-78-21,78,21,3,,,,1,시각자료 미확인;원본 미대조
adv-78-22,78,22,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-23,78,23,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-24,78,24,1,,,,1,시각자료 미확인;원본 미대조
adv-78-25,78,25,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-26,78,26,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-27,78,27,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-28,78,28,2,joseon-late,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-78-29,78,29,2,,,,1,시각자료 미확인;원본 미대조
adv-78-30,78,30,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-31,78,31,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-32,78,32,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-33,78,33,2,,,,1,시각자료 미확인;원본 미대조
adv-78-34,78,34,1,,,,1,시각자료 미확인;원본 미대조
adv-78-35,78,35,3,,,,1,시각자료 미확인;원본 미대조
adv-78-36,78,36,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-37,78,37,3,colonial,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-38,78,38,2,,,,1,시각자료 미확인;원본 미대조
adv-78-39,78,39,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-40,78,40,2,,,,1,시각자료 미확인;원본 미대조
adv-78-41,78,41,2,,,,1,시각자료 미확인;원본 미대조
adv-78-42,78,42,2,,,,1,시각자료 미확인;원본 미대조
adv-78-43,78,43,2,,,,1,시각자료 미확인;원본 미대조
adv-78-44,78,44,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-78-45,78,45,1,,,,1,시각자료 미확인;원본 미대조
adv-78-46,78,46,2,,,,1,시각자료 미확인;원본 미대조
adv-78-47,78,47,1,,,,1,시각자료 미확인;원본 미대조
adv-78-48,78,48,3,,,,1,시각자료 미확인;원본 미대조
adv-78-49,78,49,2,,,,1,시각자료 미확인;원본 미대조
adv-78-50,78,50,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-01,77,1,1,prehistoric,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-02,77,2,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-03,77,3,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-04,77,4,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-05,77,5,2,three-kingdoms,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-06,77,6,3,three-kingdoms,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-07,77,7,1,three-kingdoms,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-08,77,8,2,north-south,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-09,77,9,2,three-kingdoms,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-10,77,10,2,north-south,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-11,77,11,2,goryeo,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-12,77,12,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-13,77,13,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-14,77,14,2,three-kingdoms,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-15,77,15,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-16,77,16,2,opening,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-17,77,17,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-18,77,18,1,goryeo,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-19,77,19,1,joseon-early,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-20,77,20,3,joseon-early,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-77-21,77,21,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-22,77,22,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-23,77,23,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-24,77,24,3,joseon-late,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-25,77,25,1,prehistoric,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-26,77,26,2,joseon-late,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-27,77,27,1,three-kingdoms,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-28,77,28,2,joseon-late,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-29,77,29,2,opening,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-77-30,77,30,3,joseon-early,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-31,77,31,2,joseon-late,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-32,77,32,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-33,77,33,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-34,77,34,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-35,77,35,3,culture,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-36,77,36,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-37,77,37,1,colonial,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-38,77,38,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-39,77,39,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-40,77,40,3,goryeo,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-77-41,77,41,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-42,77,42,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-43,77,43,2,modern,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-44,77,44,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-45,77,45,2,joseon-late,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-46,77,46,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-47,77,47,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-48,77,48,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-49,77,49,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-77-50,77,50,2,three-kingdoms,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-76-01,76,1,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-02,76,2,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-03,76,3,2,three-kingdoms,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-76-04,76,4,1,prehistoric,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-76-05,76,5,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-06,76,6,2,three-kingdoms,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-07,76,7,2,three-kingdoms,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-08,76,8,2,three-kingdoms,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-09,76,9,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-10,76,10,2,three-kingdoms,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-11,76,11,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-12,76,12,3,goryeo,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-13,76,13,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-14,76,14,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-15,76,15,3,goryeo,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-76-16,76,16,2,opening,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-17,76,17,1,goryeo,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-76-18,76,18,1,joseon-early,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-19,76,19,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-20,76,20,2,joseon-early,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-21,76,21,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-22,76,22,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-23,76,23,1,goryeo,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-24,76,24,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-25,76,25,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-26,76,26,2,culture,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-27,76,27,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-28,76,28,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-29,76,29,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-30,76,30,2,opening,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-31,76,31,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-32,76,32,2,joseon-early,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-76-33,76,33,2,joseon-early,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-34,76,34,3,opening,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-35,76,35,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-36,76,36,1,colonial,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-37,76,37,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-38,76,38,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-39,76,39,2,colonial,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-40,76,40,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-41,76,41,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-42,76,42,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-43,76,43,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-44,76,44,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-45,76,45,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-46,76,46,3,three-kingdoms,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-76-47,76,47,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-48,76,48,2,modern,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-76-49,76,49,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-76-50,76,50,3,three-kingdoms,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-75-01,75,1,1,prehistoric,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-75-02,75,2,2,prehistoric,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-03,75,3,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-04,75,4,2,three-kingdoms,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-75-05,75,5,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-06,75,6,2,north-south,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-07,75,7,3,three-kingdoms,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-08,75,8,2,three-kingdoms,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-09,75,9,2,three-kingdoms,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-75-10,75,10,3,three-kingdoms,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-75-11,75,11,2,goryeo,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-12,75,12,1,goryeo,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-13,75,13,2,goryeo,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-14,75,14,2,goryeo,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-15,75,15,2,goryeo,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-75-16,75,16,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-17,75,17,1,culture,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-75-18,75,18,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-19,75,19,2,joseon-early,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-20,75,20,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-21,75,21,2,opening,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-22,75,22,3,joseon-early,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-23,75,23,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-24,75,24,2,joseon-late,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-25,75,25,1,joseon-early,,medium,1,시각자료 미확인;원본 미대조;불확실성=medium
adv-75-26,75,26,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-27,75,27,2,joseon-late,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-28,75,28,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-29,75,29,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-30,75,30,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-31,75,31,3,opening,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-32,75,32,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-33,75,33,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-34,75,34,2,colonial,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-35,75,35,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-36,75,36,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-37,75,37,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-38,75,38,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-39,75,39,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-40,75,40,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-41,75,41,3,joseon-early,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-42,75,42,1,culture,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-43,75,43,2,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-44,75,44,1,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-45,75,45,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-46,75,46,2,modern,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-47,75,47,2,colonial,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-48,75,48,1,modern,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-49,75,49,3,,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-75-50,75,50,2,joseon-late,,high,1,시각자료 미확인;원본 미대조;불확실성=high
adv-74-01,74,1,1,,,,2,시각자료 미확인;원본 미대조
adv-74-02,74,2,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-03,74,3,2,,,,2,시각자료 미확인;원본 미대조
adv-74-04,74,4,3,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-05,74,5,2,,,,2,시각자료 미확인;원본 미대조
adv-74-06,74,6,3,,,,2,시각자료 미확인;원본 미대조
adv-74-07,74,7,2,,,,2,시각자료 미확인;원본 미대조
adv-74-08,74,8,2,,,,2,시각자료 미확인;원본 미대조
adv-74-09,74,9,1,,,,2,시각자료 미확인;원본 미대조
adv-74-10,74,10,2,,,,2,시각자료 미확인;원본 미대조
adv-74-11,74,11,1,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-12,74,12,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-13,74,13,3,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-14,74,14,3,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-15,74,15,2,,,,2,시각자료 미확인;원본 미대조
adv-74-16,74,16,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-17,74,17,2,,,,2,시각자료 미확인;원본 미대조
adv-74-18,74,18,2,,,,2,시각자료 미확인;원본 미대조
adv-74-19,74,19,2,,,,2,시각자료 미확인;원본 미대조
adv-74-20,74,20,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-21,74,21,2,,,,2,시각자료 미확인;원본 미대조
adv-74-22,74,22,3,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-23,74,23,2,,,,2,시각자료 미확인;원본 미대조
adv-74-24,74,24,1,,,,2,시각자료 미확인;원본 미대조
adv-74-25,74,25,3,,,,2,시각자료 미확인;원본 미대조
adv-74-26,74,26,1,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-27,74,27,1,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-28,74,28,2,opening,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-29,74,29,2,,,,2,시각자료 미확인;원본 미대조
adv-74-30,74,30,2,,,,2,시각자료 미확인;원본 미대조
adv-74-31,74,31,1,,,,2,시각자료 미확인;원본 미대조
adv-74-32,74,32,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-33,74,33,2,,,,2,시각자료 미확인;원본 미대조
adv-74-34,74,34,3,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-35,74,35,3,,,,2,시각자료 미확인;원본 미대조
adv-74-36,74,36,2,,,,2,시각자료 미확인;원본 미대조
adv-74-37,74,37,1,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-38,74,38,2,,,,2,시각자료 미확인;원본 미대조
adv-74-39,74,39,2,,,,2,시각자료 미확인;원본 미대조
adv-74-40,74,40,1,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-41,74,41,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-42,74,42,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-43,74,43,1,,,,2,시각자료 미확인;원본 미대조
adv-74-44,74,44,2,,,,2,시각자료 미확인;원본 미대조
adv-74-45,74,45,2,,,,2,시각자료 미확인;원본 미대조
adv-74-46,74,46,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-47,74,47,3,,,,2,시각자료 미확인;원본 미대조
adv-74-48,74,48,2,modern,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-49,74,49,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-74-50,74,50,3,three-kingdoms,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-01,73,1,1,prehistoric,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-02,73,2,3,three-kingdoms,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-03,73,3,2,three-kingdoms,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-04,73,4,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-05,73,5,2,,,,2,시각자료 미확인;원본 미대조
adv-73-06,73,6,2,,,,2,시각자료 미확인;원본 미대조
adv-73-07,73,7,3,,,,2,시각자료 미확인;원본 미대조
adv-73-08,73,8,2,,,,2,시각자료 미확인;원본 미대조
adv-73-09,73,9,1,,,,2,시각자료 미확인;원본 미대조
adv-73-10,73,10,3,three-kingdoms,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-11,73,11,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-12,73,12,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-13,73,13,2,goryeo,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-14,73,14,1,three-kingdoms,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-15,73,15,2,,,,2,시각자료 미확인;원본 미대조
adv-73-16,73,16,3,,,,2,시각자료 미확인;원본 미대조
adv-73-17,73,17,2,three-kingdoms,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-18,73,18,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-19,73,19,3,,,,2,시각자료 미확인;원본 미대조
adv-73-20,73,20,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-21,73,21,2,,,,2,시각자료 미확인;원본 미대조
adv-73-22,73,22,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-23,73,23,2,,,,2,시각자료 미확인;원본 미대조
adv-73-24,73,24,1,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-25,73,25,3,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-26,73,26,1,,,,2,시각자료 미확인;원본 미대조
adv-73-27,73,27,2,,,,2,시각자료 미확인;원본 미대조
adv-73-28,73,28,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-29,73,29,2,,,,2,시각자료 미확인;원본 미대조
adv-73-30,73,30,1,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-31,73,31,2,,,,2,시각자료 미확인;원본 미대조
adv-73-32,73,32,3,,,,2,시각자료 미확인;원본 미대조
adv-73-33,73,33,2,,,,2,시각자료 미확인;원본 미대조
adv-73-34,73,34,1,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-35,73,35,2,,,,2,시각자료 미확인;원본 미대조
adv-73-36,73,36,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-37,73,37,1,,,,2,시각자료 미확인;원본 미대조
adv-73-38,73,38,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-39,73,39,2,,,,2,시각자료 미확인;원본 미대조
adv-73-40,73,40,2,,,,2,시각자료 미확인;원본 미대조
adv-73-41,73,41,3,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-42,73,42,2,,,,2,시각자료 미확인;원본 미대조
adv-73-43,73,43,3,,,,2,시각자료 미확인;원본 미대조
adv-73-44,73,44,2,,,,2,시각자료 미확인;원본 미대조
adv-73-45,73,45,1,,,,2,시각자료 미확인;원본 미대조
adv-73-46,73,46,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-47,73,47,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-48,73,48,1,,,,2,시각자료 미확인;원본 미대조
adv-73-49,73,49,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-73-50,73,50,3,,,,2,시각자료 미확인;원본 미대조
adv-72-01,72,1,1,prehistoric,,medium,2,시각자료 미확인;원본 미대조;불확실성=medium
adv-72-02,72,2,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-03,72,3,2,three-kingdoms,,medium,2,시각자료 미확인;원본 미대조;불확실성=medium
adv-72-04,72,4,3,three-kingdoms,,medium,2,시각자료 미확인;원본 미대조;불확실성=medium
adv-72-05,72,5,2,three-kingdoms,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-06,72,6,1,three-kingdoms,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-07,72,7,2,three-kingdoms,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-08,72,8,2,modern,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-09,72,9,2,goryeo,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-10,72,10,3,three-kingdoms,,medium,2,시각자료 미확인;원본 미대조;불확실성=medium
adv-72-11,72,11,2,goryeo,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-12,72,12,2,north-south,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-13,72,13,2,goryeo,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-14,72,14,3,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-15,72,15,2,goryeo,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-16,72,16,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-17,72,17,1,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-18,72,18,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-19,72,19,3,joseon-early,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-20,72,20,2,joseon-early,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-21,72,21,2,joseon-early,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-22,72,22,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-23,72,23,1,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-24,72,24,2,joseon-early,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-25,72,25,1,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-26,72,26,2,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-27,72,27,1,three-kingdoms,,medium,2,시각자료 미확인;원본 미대조;불확실성=medium
adv-72-28,72,28,2,joseon-late,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-29,72,29,2,opening,,high,2,시각자료 미확인;원본 미대조;불확실성=high
adv-72-30,72,30,3,,,high,2,시각자료 미확인;원본 미대조;불확실성=high
